repo	file:line	literal	fact restated (YAML name | NEW:proposed | DERIVED:expr)	declared before this PR	note
reac-pw	tests/test_reac_rate_cfg.c:79	reac_rate_drivable_csv(...) == 17	DERIVED:strlen("44100,48000,96000")	derived	also 84 (5), 88 (11)
reac-pw	tests/test_reac_rate_cfg.c:222	ZONEA_JOIN[32]	CTRL_BLOCK_LEN	yes	bytes captured (fixture data)
reac-pw	tests/test_reac_rate_cfg.c:226	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_rate_cfg.c:228	#define S1608_BASE 0x20	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	
reac-pw	tests/test_reac_rate_cfg.c:269	reac_master_set_box(m, 16, 8, S1608_BASE)	NEW:MODEL_S1608_IN_CH/OUT_CH	no	
reac-pw	tests/test_reac_rate_cfg.c:347	.out_channels = 16, .console_field = 1	NEW:PACE_CODE_96K=1	no	also 372, 440, 501
reac-pw	tests/test_reac_rate_cfg.c:349	bare_pacer_init(&p, 4000, &cfg)	NEW:PKT_RATE_48K=4000	no	also 388, 442, 443, 503, 517, 518, 540
reac-pw	tests/test_reac_rate_cfg.c:356	fps == 8000	NEW:PKT_RATE_96K=8000	no	also 357, 358, 465, 466, 550
reac-pw	tests/test_reac_rate_cfg.c:439	.console_field = 0	NEW:PACE_CODE_48K=0	no	
reac-pw	tests/test_reac_ring.c:32	float src[CH * 12]	SAMPLES_PER_PKT	yes	12 literal ~20x in file (34-179)
reac-pw	tests/test_reac_role_cfg.c:109	spa_pod_builder_int(&b, 48000)	NEW:RATE_48K=48000	no	
reac-pw	tests/test_reac_role_swap.c:328	reac_segment_heard_step(&h, 4000, 5)	NEW:PKT_RATE_48K=4000	no	also 333-345
reac-pw	tests/test_reac_role_swap.c:358	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data); also 497
reac-pw	tests/test_reac_role_swap.c:363	reac_segment_answer_slave(&a, 0, 0, 96000, ...)	NEW:RATE_96K=96000	no	also 427, 491, 497
reac-pw	tests/test_reac_role_swap.c:378	48000	NEW:RATE_48K=48000	no	also 394, 403, 415
reac-pw	tests/test_reac_role_swap.c:403	reac_segment_answer_slave(&a, 1, mac48, 48000, 8)	NEW:MODEL_S0808_CH=8	no	also 415
reac-pw	tests/test_reac_roster.c:60	16, 8	NEW:MODEL_S1608_IN_CH/OUT_CH	no	also 90, 100
reac-pw	tests/test_reac_roster.c:102	8, 8	NEW:MODEL_S0808_CH=8	no	also 118
reac-pw	tests/test_reac_rx_dup.c:119	out[14] ... out[15] = ctr >> 8	HDR_COUNTER_OFF (LE)	yes	also 138, 359, 360
reac-pw	tests/test_reac_rx_dup.c:135	{ 0x00, 0x40, 0xab, 0xc4, 0x91, 0x90 }	NEW:ROLAND_OUI=00:40:ab	no	fixture MAC (fixture data)
reac-pw	tests/test_reac_rx_dup.c:137	out[12] = 0x88; out[13] = 0x19	ETHERTYPE	yes	
reac-pw	tests/test_reac_rx_dup.c:141	reac_braid_pos(s, 0, 40, pos)	MAX_CHANNELS	yes	
reac-pw	tests/test_reac_rx_dup.c:171	pcm[NFRAMES][16 * REAC_SAMPLES_PER_PKT * 3]	RESOLUTION	yes	3 literal beside macro
reac-pw	tests/test_reac_rx_dup.c:193	.forced_rate = 48000	NEW:RATE_48K=48000	no	also 266, 328
reac-pw	tests/test_reac_rx_dup.c:228	(c * 12 + s) * 3	SAMPLES_PER_PKT / RESOLUTION	yes	also 232, 293, 297
reac-pw	tests/test_reac_rx_dup.c:231	v & 0x00800000 ; 8388608.0f	DERIVED:1<<(8*RESOLUTION-1)	derived	24-bit sign/scale; also 296, 297
reac-pw	tests/test_reac_rx_dup.c:367	.forced_rate = 96000	NEW:RATE_96K=96000	no	
reac-pw	tests/test_reac_rx_gate.c:65	{ 0x00, 0x40, 0xab, 0xc4, 0x91, 0x90 }	NEW:ROLAND_OUI=00:40:ab	no	fixture MAC (fixture data)
reac-pw	tests/test_reac_rx_gate.c:67	out[12] = 0x88; out[13] = 0x19	ETHERTYPE	yes	
reac-pw	tests/test_reac_rx_gate.c:68	out[14] ... out[15]	HDR_COUNTER_OFF (LE)	yes	
reac-pw	tests/test_reac_rx_gate.c:78	reac_braid_pos(s, 0, 40, pos)	MAX_CHANNELS	yes	
reac-pw	tests/test_reac_rx_gate.c:99	out[REAC_FRAME_BYTES + 0] = 0xB1; [+1] = 0x06	NEW:OHRCA_TRAILER_BYTES=2	no	M-5000/M-480 2-byte trailer after end marker (FCS residue); fixture bytes
reac-pw	tests/test_reac_rx_gate.c:141	pcm[16 * REAC_SAMPLES_PER_PKT * 3]	RESOLUTION	yes	3 literal beside macro; 16 = S-1608 upstream width
reac-pw	tests/test_reac_rx_gate.c:147	.forced_rate = 48000	NEW:RATE_48K=48000	no	also 183, 216
reac-pw	tests/test_reac_rx_gate.c:164	float ch[REAC_MAX_CHANNELS][12]	SAMPLES_PER_PKT	yes	also 167, 231, 234, 237, 247, 284, 287
reac-pw	tests/test_reac_rx_gate.c:236	c < 16	NEW:MODEL_S1608_IN_CH=16	no	also 246
reac-pw	tests/test_reac_rx_gate.c:238	(c * 12 + s) * 3	SAMPLES_PER_PKT / RESOLUTION	yes	
reac-pw	tests/test_reac_rx_gate.c:241	v & 0x00800000	DERIVED:1<<(8*RESOLUTION-1)	derived	24-bit sign
reac-pw	tests/test_reac_rx_gate.c:273	.forced_rate = 96000	NEW:RATE_96K=96000	no	
reac-pw	tests/test_reac_rx_live_iface.c:83	.forced_rate = 96000	NEW:RATE_96K=96000	no	
reac-pw	tests/test_reac_s1608.c:41	{ 0x00, 0x40, 0xab, 0xc9, 0xd8, 0x5b }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_s1608.c:95	reac_master_init(&m, OUR_MAC, &idle, 8000)	NEW:PKT_RATE_96K=8000	no	also 153, 186
reac-pw	tests/test_reac_s1608.c:114	f[18] == 0x01 && f[19] == 0x00	OP_SCENE_CHUNK	yes	
reac-pw	tests/test_reac_s1608.c:115	f[20] == 0x00 && f[21] == 0x1a	SCENE_CHUNK_BYTES	yes	
reac-pw	tests/test_reac_s1608.c:118	memcmp(f + 23, ...)	DERIVED:CTRL_BLOCK_OFF+SCENE_CHUNK_PAY_OFF	derived	
reac-pw	tests/test_reac_s1608.c:130	cur_desc = f[49]	CTRL_CKSUM_OFF	yes	
reac-pw	tests/test_reac_s1608.c:134	for (int k = 18; k < 50; k += 2)	CTRL_BLOCK_OFF..CTRL_BLOCK_END	yes	
reac-pw	tests/test_reac_s1608.c:159	memcmp(f + 16, M300_CHANMAP_FE, 34)	TYPED_BLOCK_OFF / TYPED_BLOCK_LEN	yes	also 167, 173, 175, 179, 188, 192
reac-pw	tests/test_reac_sink_format.c:56	reac_sink_format_build(&b, 8, 48000)	NEW:RATE_48K / MODEL_S0808_CH	no	PipeWire format at REAC rates; 48000/96000/44100 recur lines 63-211
reac-pw	tests/test_reac_sink_format.c:79	reac_sink_format_build(&b, 16, 96000)	NEW:RATE_96K / MODEL_S1608_IN	no	
reac-pw	tests/test_reac_sink_format.c:133	44100	NEW:RATE_44K1=44100	no	also 185, 198
reac-pw	tests/test_reac_slave.c:38	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_slave.c:56	.box_channels = 16	NEW:MODEL_S1608_IN_CH=16	no	also 63
reac-pw	tests/test_reac_slave.c:57	.sample_rate = 96000	NEW:RATE_96K=96000	no	
reac-pw	tests/test_reac_source_format.c:60	widths[] = { 8, 16, 32, REAC_MAX_CHANNELS }	NEW:MODEL_S0808_CH / MODEL_S1608_IN_CH / MODEL_S4000S_IN	no	
reac-pw	tests/test_reac_source_format.c:64	44100	NEW:RATE_44K1=44100	no	48000/96000/44100 recur lines 71-136
reac-pw	tests/test_reac_topo.c:41	size_t off = 12	NEW:ETHERTYPE_OFF=12	no	Ethernet type offset (builds tag stack)
reac-pw	tests/test_reac_topo.c:57	{ 0x8819 }	ETHERTYPE	yes	also 74, 78, 85, 94
reac-pw	tests/test_reac_topo.c:74	{ 0x8100, 12, 0x8819 }	NEW:VLAN_TPID=0x8100 (IEEE 802.1Q)	no	not REAC-specific; also 85, 94, 111
reac-pw	tests/test_reac_topo.c:78	{ 0x88a8, 3001, 0x8819 }	NEW:VLAN_STAG_TPID=0x88a8 (IEEE 802.1ad)	no	not REAC-specific
reac-pw	tests/test_reac_tx.c:49	p[0] | p[1]<<8 | p[2]<<16 ; 0x00800000	RESOLUTION (s24le)	yes	
reac-pw	tests/test_reac_tx.c:64	uint8_t trio[3]	RESOLUTION	yes	also 82, 92, 188, 227, 229
reac-pw	tests/test_reac_tx.c:66	trio[0]=g[3]; trio[1]=g[0]; trio[2]=g[1]	NEW:BRAID_EVEN_LANES={3,0,1}	no	downstream channel-pair byte braid; obs-h8819 convert_to_pcm24lep
reac-pw	tests/test_reac_tx.c:68	trio[0]=g[4]; trio[1]=g[5]; trio[2]=g[2]	NEW:BRAID_ODD_LANES={4,5,2}	no	same braid, odd channel
reac-pw	tests/test_reac_tx.c:86	pos[0]=g+3; pos[1]=g+0; pos[2]=g+1	NEW:BRAID_EVEN_LANES={3,0,1}	no	test-local oracle restates braid; also 88
reac-pw	tests/test_reac_tx.c:126	frame[12] == 0x88 && frame[13] == 0x19	ETHERTYPE	yes	
reac-pw	tests/test_reac_tx.c:127	frame[14] == 0x34 && frame[15] == 0x12	HDR_COUNTER_OFF (LE)	yes	
reac-pw	tests/test_reac_tx.c:168	g[0]=be[1]; g[1]=be[0]; g[2]=be[3]; g[3]=be[2]; g[4]=be[5]; g[5]=be[4]	NEW:BRAID layout (BE pair view)	no	also 169
reac-pw	tests/test_reac_tx.c:270	captured M-5000 frame bytes	FRAME_BYTES	yes	fixture data (lines 269-363)
reac-pw	tests/test_reac_tx.c:366	trailer[2]	NEW:OHRCA_TRAILER_BYTES=2	no	CRC-32 FCS residue after end marker (comment 256-265)
reac-pw	tests/test_reac_tx.c:370	trailer[0] == 0xd0 && trailer[1] == 0x28	NEW:OHRCA_TRAILER_BYTES=2	no	captured trailer value (fixture data)
reac-pw	tests/test_reac_upstream.c:37	(ch * REAC_SAMPLES_PER_PKT + s) * 3	RESOLUTION	yes	3 literal beside macro; sign-ext 0x00800000 line 39
reac-pw	tests/test_reac_upstream.c:47	reac_upstream_channels(628) == 16	DERIVED:(628-FRAME_OVERHEAD)/BYTES_PER_CHANNEL	derived	
reac-pw	tests/test_reac_upstream.c:48	reac_upstream_channels(340) == 8	DERIVED	derived	
reac-pw	tests/test_reac_upstream.c:49	reac_upstream_channels(1492) == -1	FRAME_BYTES	yes	
reac-pw	tests/test_reac_upstream.c:50	627 / 629	DERIVED:628±1	derived	also 51
reac-pw	tests/test_reac_upstream.c:52	reac_upstream_channels(52) == -1	FRAME_OVERHEAD	yes	nch 0
reac-pw	tests/test_reac_upstream.c:53	reac_upstream_channels(160) == -1	DERIVED:FRAME_OVERHEAD+3*BYTES_PER_CHANNEL ; NEW:BRAID_CHANNEL_PAIR=2	no	odd nch refused: braid needs channel pairs
reac-pw	tests/test_reac_upstream.c:55	reac_upstream_channels(14) == -1	DERIVED:HDR_COUNTER_OFF (eth header)	derived	
reac-pw	tests/test_reac_upstream.c:61	reac_frame_counter(UP16) == 0xd9b1	HDR_COUNTER_OFF (LE)	yes	value from fixture; also 85, 101
reac-pw	tests/test_reac_upstream.c:63	ch < 16 ; s < 12	NEW:MODEL_S1608_IN_CH=16 / SAMPLES_PER_PKT	no	also 64, 88, 104, 114
reac-pw	tests/test_reac_upstream.c:78	reac_upstream_channels(1206) == -1	DERIVED:FRAME_OVERHEAD+32*36+OHRCA_TRAILER	derived	
reac-pw	tests/test_reac_upstream.c:79	reac_frame_clean_len(1206) == 1204	DERIVED:1206-OHRCA_TRAILER_BYTES	derived	
reac-pw	tests/test_reac_upstream.c:80	== 32	NEW:MODEL_S4000S_IN=32	no	also 81, 87, 103
reac-pw	tests/test_reac_upstream.c:81	reac_upstream_channels(1204) == 32	DERIVED:FRAME_OVERHEAD+32*BYTES_PER_CHANNEL	derived	also 82 (1205), 95
reac-pw	tests/test_reac_upstream.c:96	(size_t)32 * 12 * 3	SAMPLES_PER_PKT / RESOLUTION	yes	
reac-pw	tests/test_reac_upstream.c:113	ch < 8	NEW:MODEL_S0808_CH=8	no	
reac-pw	tests/test_reac_upstream.c:120	uint8_t f[628]	DERIVED:FRAME_OVERHEAD+16*BYTES_PER_CHANNEL	derived	also 129
reac-pw	tests/test_reac_upstream.c:122	f[12] = 0x08	NEW:ETHERTYPE_OFF=12	no	corrupts EtherType
reac-pw	tests/test_reac_upstream.c:125	f[626] = 0x00	DERIVED:628-2 (END_MARKER_0 position)	derived	
reac-pw	tests/test_reac_upstream.c:128	reac_upstream_decode(f, 627, out)	DERIVED:628-1	derived	
reac-pw	tests/test_reac_vboxgain.c:24	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MAC (fixture data)
reac-pw	tests/test_reac_vboxgain.c:41	.box_channels = 16	NEW:MODEL_S1608_IN_CH=16	no	also 86-94, 163-170
reac-pw	tests/test_reac_vboxgain.c:42	.sample_rate = 48000	NEW:RATE_48K=48000	no	also 120
reac-pw	tests/test_reac_vboxgain.c:73	sens_cdb(0x08, 0) == -1800	DERIVED:SENS_REF_CDB-8*SENS_STEP_CDB	derived	also 74 (-1700), 75 (18 dB)
reac-pw	tests/test_reac_vboxgain.c:82	s.ch_base == 0x20	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	
reac-pw	tests/test_reac_vboxgain.c:106	ha_rec(0x20, ...) == 0	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	also 137, 143, 150, 151, 157 (0x22/0x25/0x27)
reac-pw	tests/test_reac_vboxgain.c:107	ha_rec(0x2f, ...) == 15	DERIVED:HEADAMP_CH_SPAN-1	derived	
reac-pw	tests/test_reac_vboxgain.c:109	0x1f	DERIVED:2*HEADAMP_BASE_MULTIPLIER-1	derived	
reac-pw	tests/test_reac_vboxgain.c:110	ha_rec(0x30, ...) == -1	HEADAMP_CH_SPAN	yes	
reac-pw	tests/test_reac_vboxgain.c:119	.box_channels = 8	NEW:MODEL_S0808_CH=8	no	also 125-126 (0x07/0x08)
reac-pw	tests/trunk-classification-is-about-now.sh:84	00:40:ab:c4:11:21 8	NEW:ROLAND_OUI / MODEL_S0808_CH=8	no	fixture MAC + width (fixture data)
reac-pw	tests/trunk-verdict-expires-on-the-start-path.sh:86	00:40:ab:c4:11:21 8	NEW:ROLAND_OUI / MODEL_S0808_CH=8	no	fixture MAC + width (also 125)
reac-pw	tests/trunk-verdict-is-inbound-only.sh:129	00:40:ab:c4:$v:21 8 8000	NEW:PKT_RATE_96K=8000 / MODEL_S0808_CH=8	no	noise fake box at 8000 fps
reac-pw	tests/trunk-verdict-is-inbound-only.sh:131	00:40:ab:c4:21:21 8	NEW:ROLAND_OUI / MODEL_S0808_CH=8	no	fixture MAC + width
reac-pw	tests/upstream_fixtures.inc:1	UP16[628]	DERIVED:FRAME_OVERHEAD+16*BYTES_PER_CHANNEL	derived	whole file is captured upstream frames + PCM (fixture data)
reac-pw	tests/upstream_fixtures.inc:44	UP16_PCM[16][12]	SAMPLES_PER_PKT	yes	also 87, 184, 297
reac-pw	tests/upstream_fixtures.inc:62	UP8[340]	DERIVED:FRAME_OVERHEAD+8*BYTES_PER_CHANNEL	derived	
reac-pw	tests/upstream_fixtures.inc:105	UP32A[1206]	DERIVED:FRAME_OVERHEAD+32*BYTES_PER_CHANNEL+OHRCA_TRAILER	derived	also 218 UP32B
reac-pw	tests/wake-holds-when-nothing-is-sent.sh:84	--rate 96000	NEW:RATE_96K=96000	no	rate CLI arg
reac-pw	tools/bench_hotpath.c:72	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	Roland OUI in synthetic master MAC
reac-pw	tools/bench_hotpath.c:74	0x88, 0x19	REAC_ETHERTYPE	yes	ethertype hand-split into bytes 12/13
reac-pw	tools/bench_hotpath.c:75	out[14]	REAC_HDR_COUNTER_OFF	yes	LE counter low byte
reac-pw	tools/bench_hotpath.c:76	out[15]	DERIVED:REAC_HDR_COUNTER_OFF+1	derived	LE counter high byte
reac-pw	tools/bench_hotpath.c:78	40	REAC_MAX_CHANNELS	yes	channel loop bound; macro used elsewhere in same file
reac-pw	tools/bench_hotpath.c:80	40	REAC_MAX_CHANNELS	yes	braid width argument
reac-pw	tools/bench_hotpath.c:107	48000	NEW:REAC_RATE_48K	no	also :109 :150 :152 reac_mode_for(48000)
reac-pw	tools/bench_hotpath.c:139	UP8	fixture data	-	captured S-0808 340 B return (from reac_rx.c/tests); not itemised
reac-pw	tools/bench_hotpath.c:142	frames[i][14]	REAC_HDR_COUNTER_OFF	yes	counter byte in UP8 copy
reac-pw	tools/bench_hotpath.c:260	40	REAC_MAX_CHANNELS	yes	default width
reac-pw	tools/clock-drift.py:110	16	REAC_TYPED_BLOCK_OFF	yes	min captured length to read counter
reac-pw	tools/clock-drift.py:111	d[14:16] "<H"	REAC_HDR_COUNTER_OFF	yes	LE u16 counter
reac-pw	tools/clock-drift.py:115	"ether proto 0x8819"	REAC_ETHERTYPE	yes	tcpdump filter in message
reac-pw	tools/clock-drift.py:127	0xFFFF	DERIVED:u16 counter width (REAC_TYPED_BLOCK_OFF-REAC_HDR_COUNTER_OFF=2)	derived	counter wrap modulus
reac-pw	tools/clock-drift.py:159	4000	DERIVED:REAC_RATE_48K/REAC_SAMPLES_PER_PKT	derived	--fps default (also :160)
reac-pw	tools/gen-scene-body.py:13	8904	REAC_SCENE_BYTES	yes	body length gate (also :14 message)
reac-pw	tools/pcap-variants.py:19	0040ab...	NEW:REAC_ROLAND_OUI	no	S1608/OURMAC/BOX MACs (:19-21, :355) — fixture MACs, OUI restated
reac-pw	tools/pcap-variants.py:51	d[14] | d[15]<<8	REAC_HDR_COUNTER_OFF	yes	LE counter read (also :53-54 write)
reac-pw	tools/pcap-variants.py:55	d[18:50]	REAC_CTRL_BLOCK_OFF ; REAC_CTRL_BLOCK_END	yes	control block all-zero test
reac-pw	tools/pcap-variants.py:56	d[16]==0xCD d[17]==0xEA	REAC_TYPED_BLOCK_OFF ; REAC_TYPE_CONTROL	yes	control-frame test (also :417 :486)
reac-pw	tools/pcap-variants.py:85	52 / len-2	REAC_AUDIO_OFFSET (=50) ; DERIVED:REAC_FRAME_OVERHEAD-REAC_L2_HEADER_LEN	yes	BUG: audio starts at 50, not 52; first 2 audio bytes left
reac-pw	tools/pcap-variants.py:93	0xFFFF	DERIVED:u16 counter width	derived	counter wrap (also :111)
reac-pw	tools/pcap-variants.py:106	125	DERIVED:1e6/(REAC_RATE_96K/REAC_SAMPLES_PER_PKT)	derived	8000 pps slot period in us
reac-pw	tools/pcap-variants.py:130	range(16)	DERIVED:REAC_CTRL_BLOCK_LEN/2	derived	16 two-byte descriptor cells
reac-pw	tools/pcap-variants.py:131	18	REAC_CTRL_BLOCK_OFF	yes	descriptor cell base (also :132)
reac-pw	tools/pcap-variants.py:132	0x7A	NEW:REAC_FILLER_DESC_ESTABLISHED	no	00 7a "ESTABLISHED" filler descriptor; negative-control V5
reac-pw	tools/pcap-variants.py:213	b"\xcd\xea\x01\x03\x00\x10"	REAC_TYPE_CONTROL ; REAC_LINK_CONTROL+REAC_SEG_SINGLE (op 0x0103) ; REAC_LEN_SUB_COMMIT_REPORT	yes	KIND_ANNOUNCE prefix
reac-pw	tools/pcap-variants.py:214	b"\xcd\xea\x04\x03\x00\x14"	REAC_TYPE_CONTROL ; REAC_OP_DT1_CONTAINER ; NEW:REAC_LEN_DT1_JOIN_REC	no	KIND_0014; rec_len 0x14 undeclared
reac-pw	tools/pcap-variants.py:215	b"\xcd\xea\x04\x03\x00\x13"	REAC_TYPE_CONTROL ; REAC_OP_DT1_CONTAINER ; NEW:REAC_LEN_DT1_BOX_READY_REC	no	KIND_0013; rec_len 0x13 undeclared
reac-pw	tools/pcap-variants.py:225	d[16:22]	REAC_TYPED_BLOCK_OFF ; DERIVED:REAC_TYPED_BLOCK_OFF+2+REAC_HDR_OPCODE_OFF	derived	kind prefix window (also :330 :380 :385 :393)
reac-pw	tools/pcap-variants.py:333	[16:50]	REAC_TYPED_BLOCK_OFF ; REAC_CTRL_BLOCK_END	yes	typed-window copy (also :335 :391 :393 :440-442 :450-452 :460-462 :504 :518)
reac-pw	tools/pcap-variants.py:356	S1608_TABLE / HEADMARK_BLK(:409)	fixture data	-	captured port table and head_mark block; not itemised
reac-pw	tools/pcap-variants.py:361	d[18:49]	REAC_CTRL_BLOCK_OFF ; REAC_CTRL_CKSUM_OFF	yes	checksum span
reac-pw	tools/pcap-variants.py:362	d[49] = (0x100 - s) & 0xFF	REAC_CTRL_CKSUM_OFF ; REAC_CTRL_BLOCK_SUM	yes	block checksum rule reimplemented
reac-pw	tools/pcap-variants.py:381	d[26:32]	DERIVED:REAC_CTRL_BLOCK_OFF+REAC_PORTS_TABLE_OFF ; +REAC_PORTS_TABLE_SLOTS/2	derived	announce port table (12 nibble cells in 6 B)
reac-pw	tools/pcap-variants.py:422	d[16]=0x00 d[17]=0x00	REAC_TYPED_BLOCK_OFF ; REAC_TYPE_FILLER	yes	_blank: type word -> FILLER
reac-pw	tools/pcap-variants.py:424	range(18, 50)	REAC_CTRL_BLOCK_OFF ; REAC_CTRL_BLOCK_END	yes	_blank: zero control block
reac-pw	tools/pcap-variants.py:440	[:34]	REAC_TYPED_BLOCK_LEN	yes	HEADMARK_BLK slice
reac-pw	tools/pcap-variants.py:447	8000	DERIVED:REAC_RATE_96K/REAC_SAMPLES_PER_PKT	derived	fps for timing variants
reac-pw	tools/pcap-variants.py:519	50 / len-2 / len-52	REAC_AUDIO_OFFSET ; REAC_FRAME_OVERHEAD	yes	audio region copy
reac-pw	tools/probe-ports.sh:29	--rate=48000	NEW:REAC_RATE_48K	no	pw-cat playback rate into REAC sink
reac-pw	tools/recover-scene.py:35	52 / 36	REAC_FRAME_OVERHEAD ; REAC_BYTES_PER_CHANNEL	yes	52+n*36 geometry dedup
reac-pw	tools/recover-scene.py:37	b'\xcd\xea'	REAC_TYPE_CONTROL	yes	searched anywhere in frame, not at offset 16
reac-pw	tools/recover-scene.py:40	34	REAC_TYPED_BLOCK_LEN	yes	typed-window length
reac-pw	tools/recover-scene.py:41	blk[2:4]	DERIVED:(REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF)+REAC_SCENE_OP_OFF	derived	op word in typed window
reac-pw	tools/recover-scene.py:42	b'\x01\x01' b'\x01\x00' b'\x01\x02'	REAC_OP_SCENE_HEADER ; REAC_OP_SCENE_CHUNK ; REAC_OP_SCENE_FINAL	yes	op bytes (also :44 :47 :50)
reac-pw	tools/recover-scene.py:45	blk[7:9]	DERIVED:2+REAC_SCENE_HEAD_TOTAL_OFF	derived	header declared total
reac-pw	tools/recover-scene.py:46	9 / 24	DERIVED:2+REAC_SCENE_HEAD_PAY_OFF ; REAC_SCENE_HEAD_BYTES	yes	header body slice
reac-pw	tools/recover-scene.py:48	7 / 26	DERIVED:2+REAC_SCENE_CHUNK_PAY_OFF ; REAC_SCENE_CHUNK_BYTES	yes	chunk body slice
reac-pw	tools/recover-scene.py:51	7 / 14	DERIVED:2+REAC_SCENE_CHUNK_PAY_OFF ; REAC_SCENE_TAIL_BYTES	yes	final body slice
reac-pw	tools/recover-scene.py:58	8904	REAC_SCENE_BYTES	yes	completeness gate (also :59 message)
reac-pw	tools/scene-on-wire.py:18	b'\x01\x01' b'\x01\x00' b'\x01\x02'	REAC_OP_SCENE_HEADER ; REAC_OP_SCENE_CHUNK ; REAC_OP_SCENE_FINAL	yes	HEAD/CHUNK/FINAL constants
reac-pw	tools/scene-on-wire.py:19	24, 26, 14	REAC_SCENE_HEAD_BYTES ; REAC_SCENE_CHUNK_BYTES ; REAC_SCENE_TAIL_BYTES	yes	HEAD_B/CHUNK_B/FINAL_B
reac-pw	tools/scene-on-wire.py:43	b'\xcd\xea'	REAC_TYPE_CONTROL	yes	searched anywhere in frame
reac-pw	tools/scene-on-wire.py:46	34	REAC_TYPED_BLOCK_LEN	yes	also :47
reac-pw	tools/scene-on-wire.py:49	blk[2:4]	DERIVED:(REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF)+REAC_SCENE_OP_OFF	derived	op word
reac-pw	tools/scene-on-wire.py:66	blk[7:9]	DERIVED:2+REAC_SCENE_HEAD_TOTAL_OFF	derived	declared total
reac-pw	tools/scene-on-wire.py:67	9	DERIVED:2+REAC_SCENE_HEAD_PAY_OFF	derived	header body start
reac-pw	tools/scene-on-wire.py:73	7	DERIVED:2+REAC_SCENE_CHUNK_PAY_OFF	derived	chunk body start (also :82 final)
reac-pw	tools/scene-on-wire.py:96	341	REAC_SCENE_CHUNKS	yes	completeness check (also :101)
reac-pw	tools/wire-audio.py:39	1400	DERIVED:~REAC_FRAME_BYTES	derived	heuristic "is a downstream frame" threshold
reac-pw	tools/wire-audio.py:43	50	REAC_AUDIO_OFFSET	yes	audio slice start
