repo	file:line	literal	fact restated (YAML name | NEW:proposed | DERIVED:expr)	declared before this PR	note
libreac	tests/test_master_carriers.c:155	[19], 4000	NEW:REAC_ANNOUNCE_PACE_OFF / NEW:REAC_PPS_48K	no	
libreac	tests/test_master_carriers.c:166	[18] == 0x10	NEW:REAC_ANNOUNCE_WIDTH_OFF / NEW:REAC_S1608_CHANNELS	no	
libreac	tests/test_master_carriers.c:175	[18] == 0x08	NEW:REAC_ANNOUNCE_WIDTH_OFF / NEW:REAC_ANNOUNCE_IDLE_WIDTH	no	
libreac	tests/test_master_carriers.c:181	8, 16, 32	NEW:REAC_S0808/S1608/S4000S_CHANNELS	no	declared widths
libreac	tests/test_master_carriers.c:184	4000	NEW:REAC_PPS_48K	no	
libreac	tests/test_master_carriers.c:185	8, 0x00	NEW:REAC_*_OUT_CHANNELS / REAC_PLACEMENT base 0x00	no	
libreac	tests/test_master_carriers.c:186	[18]	NEW:REAC_ANNOUNCE_WIDTH_OFF	no	
libreac	tests/test_master_carriers.c:198	3675 -> 2	NEW:REAC_PPS_44K1 / NEW:REAC_PACE_CODE_44K1	no	pace code 2; YAML prose SCENE_REVISION_OFF
libreac	tests/test_master_carriers.c:199	4000 -> 0	NEW:REAC_PPS_48K / NEW:REAC_PACE_CODE_48K	no	pace code 0
libreac	tests/test_master_carriers.c:200	8000 -> 1	NEW:REAC_PPS_96K / NEW:REAC_PACE_CODE_96K	no	pace code 1
libreac	tests/test_master_carriers.c:202	4000	NEW:REAC_PPS_48K	no	
libreac	tests/test_master_carriers.c:203	8000	NEW:REAC_PPS_96K	no	
libreac	tests/test_master_carriers.c:204	3675	NEW:REAC_PPS_44K1	no	
libreac	tests/test_master_carriers.c:214	4000, 0x00	NEW:REAC_PPS_48K / NEW:REAC_PACE_CODE_48K	no	measured table; 2026-09-13-announce-bytes-and-headamp-base.md
libreac	tests/test_master_carriers.c:215	8000, 0x01	NEW:REAC_PPS_96K / NEW:REAC_PACE_CODE_96K	no	
libreac	tests/test_master_carriers.c:216	3675, 0x02	NEW:REAC_PPS_44K1 / NEW:REAC_PACE_CODE_44K1	no	
libreac	tests/test_master_carriers.c:225	announce_blk[19]	NEW:REAC_ANNOUNCE_PACE_OFF	no	
libreac	tests/test_master_carriers.c:236	console_field = 0	NEW:REAC_PACE_CODE_48K	no	
libreac	tests/test_master_carriers.c:237	console_field = 2	NEW:REAC_PACE_CODE_44K1	no	
libreac	tests/test_master_carriers.c:239	4000	NEW:REAC_PPS_48K	no	
libreac	tests/test_master_carriers.c:240	3675	NEW:REAC_PPS_44K1	no	
libreac	tests/test_master_carriers.c:241	announce_blk[19]	NEW:REAC_ANNOUNCE_PACE_OFF	no	
libreac	tests/test_master_carriers.c:244	34	REAC_TYPED_BLOCK_LEN	yes	chanmap window compare
libreac	tests/test_master_carriers.c:266	8 / "cdea0103000d...c3c3c3c3...8e"	NEW:REAC_S0808_CHANNELS; golden = fixture data	no	ENROLL golden (captured); 0x41/0xc3 = REAC_ENROLL_GROUP_IN/OUT
libreac	tests/test_master_carriers.c:270	16 / golden	NEW:REAC_S1608_CHANNELS; fixture data	no	
libreac	tests/test_master_carriers.c:271	32 / golden	NEW:REAC_S4000S_CHANNELS; fixture data	no	
libreac	tests/test_master_carriers.c:277	4000	NEW:REAC_PPS_48K	no	
libreac	tests/test_master_carriers.c:278	8, 0x00	NEW:REAC_*_OUT_CHANNELS / REAC_PLACEMENT base 0x00	no	
libreac	tests/test_master_carriers.c:279	j < 34	REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ports.c:18	BLK_S1608[32] (+BLK_S0808/S4000S/S4000H)	REAC_CTRL_BLOCK_LEN	yes	array sizes; bodies are fixture data (captured config-announce blocks)
libreac	tests/test_ports.c:57	in_ch == 16, out_ch == 8	NEW:REAC_S1608_CHANNELS / NEW:REAC_S1608_OUT_CHANNELS	no	decoded widths
libreac	tests/test_ports.c:59	in_ch == 8, out_ch == 8	NEW:REAC_S0808_CHANNELS / NEW:REAC_S0808_OUT_CHANNELS	no	
libreac	tests/test_ports.c:61	in_ch == 32, out_ch == 8	NEW:REAC_S4000S_CHANNELS / NEW:REAC_S4000S_OUT_CHANNELS	no	
libreac	tests/test_ports.c:70	in_ch == 8, out_ch == 32	NEW:REAC_S4000H_IN_CHANNELS / NEW:REAC_S4000H_OUT_CHANNELS	no	S-4000H-0832 8 in/32 out; vlan13-0832.pcap
libreac	tests/test_ports.c:71	0x00	REAC_PLACEMENT base 0x00 (strap 0)	yes	
libreac	tests/test_ports.c:75	unnamed[32]; memcpy 32	REAC_CTRL_BLOCK_LEN	yes	also 76, 86-87, 90, 93, 96, 104, 109, 119, 125, 136, 166, 168, 175, 182, 191-193
libreac	tests/test_ports.c:79	in_ch == 32, out_ch == 8	NEW:REAC_S4000S_CHANNELS / NEW:REAC_S4000S_OUT_CHANNELS	no	
libreac	tests/test_ports.c:88	wrong[4]	REAC_HDR_OPCODE_OFF	yes	opcode offset (also 120)
libreac	tests/test_ports.c:91	wrong[0]	REAC_HDR_LINK_OFF	yes	link offset (also 137)
libreac	tests/test_ports.c:94	wrong[1]	REAC_HDR_SEG_OFF	yes	segment offset
libreac	tests/test_ports.c:97	wrong[3]	DERIVED:REAC_HDR_LEN_OFF+1	derived	length low byte
libreac	tests/test_ports.c:107	in_ch == 8, out_ch == 8	NEW:REAC_S0808_CHANNELS	no	
libreac	tests/test_ports.c:108	== 4	REAC_PORTS_CH_PER_SLOT	yes	unknown group = 4 channels (also 113)
libreac	tests/test_ports.c:112	in_ch == 12	DERIVED:16-REAC_PORTS_CH_PER_SLOT	derived	
libreac	tests/test_ports.c:128	in_ch == 20	DERIVED:16+REAC_PORTS_CH_PER_SLOT	derived	
libreac	tests/test_ports.c:149	0x00	REAC_PLACEMENT in_ch=8 base=0x00	yes	
libreac	tests/test_ports.c:151	0x20	REAC_PLACEMENT in_ch=16 base=0x20	yes	
libreac	tests/test_ports.c:153	0x00	REAC_PLACEMENT in_ch=32 base=0x00	yes	
libreac	tests/test_ports.c:171	16	NEW:REAC_S1608_CHANNELS	no	
libreac	tests/test_ports.c:172	0x10	DERIVED:1*REAC_HEADAMP_BASE_MULTIPLIER	derived	
libreac	tests/test_ports.c:173	0x20	REAC_PLACEMENT in_ch=16 base=0x20	yes	
libreac	tests/test_ports.c:178	8	NEW:REAC_S0808_CHANNELS	no	
libreac	tests/test_ports.c:179	0x20	DERIVED:2*REAC_HEADAMP_BASE_MULTIPLIER	derived	
libreac	tests/test_ports.c:185	32	NEW:REAC_S4000S_CHANNELS	no	
libreac	tests/test_ports.c:186	0x30	DERIVED:3*REAC_HEADAMP_BASE_MULTIPLIER	derived	
libreac	tests/test_ports.c:196	8 / 32	NEW:REAC_S0808_CHANNELS / NEW:REAC_S4000S_CHANNELS	no	
libreac	tests/test_ports.c:201	0x10	REAC_HEADAMP_BASE_MULTIPLIER	yes	test restates schema value (reac_facts_assert.h already binds it)
libreac	tests/test_ports.c:202	7	NEW:REAC_HEADAMP_BASE_OFF	no	config-announce block[7]; only implied by YAML name HEADAMP_BASE_FROM_CONFIG_BYTE7
libreac	tests/test_ports.c:203	1	REAC_HEADAMP_BASE_FROM_CONFIG_BYTE7	yes	restates schema value
libreac	tests/test_ports.c:204	1	REAC_HEADAMP_BASE_IS_CHASSIS_NOT_GRANT	yes	restates schema value
libreac	tests/test_ports.c:207	8	REAC_HEADAMP_APPLY_UNIT_SLOTS	yes	restates schema value
libreac	tests/test_reac.c:16	3675	NEW:REAC_PPS_44K1	no	44.1k packet rate; YAML prose only (m200-enrol-441k-2026-09-13, 3675 fps)
libreac	tests/test_reac.c:17	4000	NEW:REAC_PPS_48K	no	48k packet rate = 48000/12
libreac	tests/test_reac.c:18	8000	NEW:REAC_PPS_96K	no	96k packet rate = 96000/12
libreac	tests/test_reac.c:19	3837 / 44100	DERIVED:(REAC_PPS_44K1+REAC_PPS_48K)/2	no	snap midpoint edge, from undeclared rates
libreac	tests/test_reac.c:20	3838 / 48000	DERIVED:(REAC_PPS_44K1+REAC_PPS_48K)/2	no	snap midpoint edge
libreac	tests/test_reac.c:21	5999 / 48000	DERIVED:(REAC_PPS_48K+REAC_PPS_96K)/2	no	snap midpoint edge
libreac	tests/test_reac.c:22	6001 / 96000	DERIVED:(REAC_PPS_48K+REAC_PPS_96K)/2	no	snap midpoint edge
libreac	tests/test_reac.c:23	96000	NEW:REAC_RATE_96K	no	jitter snap expectation
libreac	tests/test_reac.c:26	48000	NEW:REAC_RATE_48K	no	mode_for input
libreac	tests/test_reac.c:27	96000	NEW:REAC_RATE_96K	no	mode_for input
libreac	tests/test_reac.c:28	44100	NEW:REAC_RATE_44K1	no	mode_for input
libreac	tests/test_reac.c:30	40	REAC_MAX_CHANNELS	yes	96k mode channel count expectation
libreac	tests/test_reac.c:35	f[12]=0x88; f[13]=0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_reac.c:36	f[14], f[15]	REAC_HDR_COUNTER_OFF	yes	counter offset hand-indexed
libreac	tests/test_reac.c:41	0x19	REAC_ETHERTYPE	yes	ethertype low byte restored
libreac	tests/test_reac.c:52	-1000	REAC_HEADAMP_SENS_REF_CDB	yes	SENS 0x00 pad off
libreac	tests/test_reac.c:53	0x37	REAC_HEADAMP_SENS_MAX	yes	max sens step
libreac	tests/test_reac.c:54	1000	DERIVED:REAC_HEADAMP_SENS_REF_CDB+REAC_HEADAMP_PAD_CDB	derived	pad on at step 0
libreac	tests/test_reac.c:55	0x37 / -4500	DERIVED:REAC_HEADAMP_SENS_REF_CDB-REAC_HEADAMP_SENS_MAX*REAC_HEADAMP_SENS_STEP_CDB+REAC_HEADAMP_PAD_CDB	derived	pad on at max step
libreac	tests/test_reac.c:56	0x37 / -65	DERIVED:(REAC_HEADAMP_SENS_REF_CDB-REAC_HEADAMP_SENS_MAX*REAC_HEADAMP_SENS_STEP_CDB)/100	derived	whole-dB endpoint
libreac	tests/test_reac.c:61	100	REAC_HEADAMP_SENS_STEP_CDB	yes	per-step delta expectation
libreac	tests/test_reac.c:64	7 / 8	REAC_HEADAMP_SENS_STAGE_BREAK_1	yes	stage break pair
libreac	tests/test_reac.c:65	23 / 24	REAC_HEADAMP_SENS_STAGE_BREAK_2	yes	stage break pair
libreac	tests/test_reac.c:66	39 / 40	REAC_HEADAMP_SENS_STAGE_BREAK_3	yes	stage break pair
libreac	tests/test_reac.c:75	0x00	DERIVED:min SENS step	derived	clamp floor (step 0)
libreac	tests/test_reac.c:76	0x37	REAC_HEADAMP_SENS_MAX	yes	clamp ceiling
libreac	tests/test_reac.c:90	-(10 + v) * 100	DERIVED:REAC_HEADAMP_SENS_REF_CDB-v*REAC_HEADAMP_SENS_STEP_CDB	derived	10 and 100 restate REF and STEP
libreac	tests/test_reac.c:136	1204	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL	derived	S-4000S upstream length
libreac	tests/test_reac.c:137	628	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL	derived	S-1608 upstream length
libreac	tests/test_reac.c:138	340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	S-0808 upstream length
libreac	tests/test_reac.c:141	40	REAC_MAX_CHANNELS	yes	width of 1492
libreac	tests/test_reac.c:142	1204	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_reac.c:143	628	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_reac.c:144	340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_reac.c:146	51	DERIVED:REAC_FRAME_OVERHEAD-1	derived	below-header length probe
libreac	tests/test_reac_etf.c:109	fps = 3675	NEW:REAC_PPS_44K1	no	
libreac	tests/test_reac_etf.c:128	272108.0	DERIVED:1e9/NEW:REAC_PPS_44K1	no	slot period ns
libreac	tests/test_reac_etf.c:136	3675	NEW:REAC_PPS_44K1	no	also 137
libreac	tests/test_reac_etf.c:332	3675, 4000, 8000	NEW:REAC_PPS_44K1 / NEW:REAC_PPS_48K / NEW:REAC_PPS_96K	no	rate list
libreac	tests/test_reac_knock.c:131	3675ULL	NEW:REAC_PPS_44K1	no	slowest rate on closed list
libreac	tests/test_reac_knock.c:140	250000ULL	DERIVED:1e9/NEW:REAC_PPS_48K	no	250 us box frame period at 48k; REAC_FSM_FLOOD_BURST 5460 defined literally in include/reac/reac_fsm.h:49
libreac	tests/test_rx_twin.c:91	out[14]	REAC_HDR_COUNTER_OFF	yes	LE counter low byte
libreac	tests/test_rx_twin.c:92	out[15]	DERIVED:REAC_HDR_COUNTER_OFF+1	derived	LE counter high byte
libreac	tests/test_rx_twin.c:100	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	master MAC
libreac	tests/test_rx_twin.c:102	out[12] = 0x88; out[13] = 0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_rx_twin.c:103	out[14], out[15]	REAC_HDR_COUNTER_OFF	yes	LE counter
libreac	tests/test_rx_twin.c:142	sizeof UP16 + 2	DERIVED:capture FCS residue (+2)	derived	twin buffer
libreac	tests/test_rx_twin.c:143	REAC_FRAME_BYTES + 2	DERIVED:REAC_FRAME_BYTES_OHRCA	derived	macro exists, spelled +2
libreac	tests/test_rx_twin.c:150	REAC_FRAME_BYTES + 2	DERIVED:REAC_FRAME_BYTES_OHRCA	derived	
libreac	tests/test_rx_twin.c:157	sizeof UP16 + 2	DERIVED:capture FCS residue (+2)	derived	
libreac	tests/test_rx_twin.c:164	forced_rate = 48000	NEW:REAC_RATE_48K	no	
libreac	tests/test_sniffer_binds_first.c:64	#define REAC_ETHERTYPE 0x8819	REAC_ETHERTYPE	yes	hand-written re-#define of a YAML fact inside the test
libreac	tests/test_sniffer_binds_first.c:81	f[12] = 0x88; f[13] = 0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_tap.c:65	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	M-200 MAC (captured)
libreac	tests/test_tap.c:66	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	S-1608 MAC (captured)
libreac	tests/test_tap.c:69	#define BOX_CH 16	NEW:REAC_S1608_CHANNELS	no	test macro restating S-1608 width
libreac	tests/test_tap.c:83	f[12] = 0x88; f[13] = 0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_tap.c:84	f[14]	REAC_HDR_COUNTER_OFF	yes	LE counter low byte
libreac	tests/test_tap.c:85	f[15]	DERIVED:REAC_HDR_COUNTER_OFF+1	derived	LE counter high byte
libreac	tests/test_tap.c:86	f[clean - 2] = 0xC2	REAC_END_MARKER_0	yes	end marker literal, macro exists
libreac	tests/test_tap.c:114	REAC_FRAME_BYTES + 2	DERIVED:REAC_FRAME_BYTES_OHRCA (capture residue)	derived	+2 FCS residue buffer
libreac	tests/test_tap.c:123	dn[REAC_FRAME_BYTES + 1]	DERIVED:capture FCS residue (+2)	derived	
libreac	tests/test_tap.c:124	REAC_FRAME_BYTES + 2	DERIVED:REAC_FRAME_BYTES_OHRCA	derived	macro exists, spelled as +2
libreac	tests/test_tap.c:161	clean + 2	DERIVED:capture FCS residue (+2)	derived	
libreac	tests/test_tap.c:165	clean + 2	DERIVED:capture FCS residue (+2)	derived	
libreac	tests/test_tap.c:179	4000.0	NEW:REAC_PPS_48K	no	synthetic cadence
libreac	tests/test_tap.c:190	40	REAC_MAX_CHANNELS	yes	master downstream width
libreac	tests/test_tap.c:211	48000	NEW:REAC_RATE_48K	no	
libreac	tests/test_tap.c:214	8000.0 / 96000	NEW:REAC_PPS_96K / NEW:REAC_RATE_96K	no	
libreac	tests/test_tap.c:215	3675.0 / 44100	NEW:REAC_PPS_44K1 / NEW:REAC_RATE_44K1	no	
libreac	tests/test_tap.c:270	40	REAC_MAX_CHANNELS	yes	
libreac	tests/test_tap.c:276	48000	NEW:REAC_RATE_48K	no	
libreac	tests/test_topo_hears_vlans.c:91	#define REAC_ETHERTYPE 0x8819	REAC_ETHERTYPE	yes	hand-written re-#define of a YAML fact inside the test (shadows reac.h name)
libreac	tests/test_topo_hears_vlans.c:143	f[12], f[13]	DERIVED:REAC_HDR_COUNTER_OFF-2 (ethertype offset)	derived	ethertype byte offset
libreac	tests/test_upstream.c:38	* 3	REAC_RESOLUTION	yes	s24 stride
libreac	tests/test_upstream.c:40	0x00800000 / 0x00FFFFFF	DERIVED:REAC_RESOLUTION*8 bit sign-extension	derived	24-bit sign extend
libreac	tests/test_upstream.c:48	628	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL	derived	S-1608 upstream length
libreac	tests/test_upstream.c:49	340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	S-0808 upstream length
libreac	tests/test_upstream.c:50	1492	REAC_FRAME_BYTES	yes	downstream length hand-written
libreac	tests/test_upstream.c:51	627	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL-1	derived	off-law probe
libreac	tests/test_upstream.c:52	629	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL+1	derived	off-law probe
libreac	tests/test_upstream.c:53	52	REAC_FRAME_OVERHEAD	yes	zero-width frame
libreac	tests/test_upstream.c:54	160	DERIVED:REAC_FRAME_OVERHEAD+3*REAC_BYTES_PER_CHANNEL	derived	odd-width probe
libreac	tests/test_upstream.c:64	16	NEW:REAC_S1608_CHANNELS	no	loop bound over fixture channels
libreac	tests/test_upstream.c:65	12	REAC_SAMPLES_PER_PKT	yes	loop bound
libreac	tests/test_upstream.c:77	1206	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL+2	derived	+2 is capture FCS residue, not wire
libreac	tests/test_upstream.c:78	1204	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL	derived	S-4000S upstream length
libreac	tests/test_upstream.c:79	1205	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL+1	derived	off-law probe
libreac	tests/test_upstream.c:80	1204	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL	derived	clean_len expectation
libreac	tests/test_upstream.c:86	32	NEW:REAC_S4000S_CHANNELS	no	loop bound
libreac	tests/test_upstream.c:87	12	REAC_SAMPLES_PER_PKT	yes	loop bound
libreac	tests/test_upstream.c:95	1204	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL	derived	hand-sliced length
libreac	tests/test_upstream.c:96	32 * 12 * 3	DERIVED:32*REAC_SAMPLES_PER_PKT*REAC_RESOLUTION	derived	S-4000S audio bytes
libreac	tests/test_upstream.c:102	32	NEW:REAC_S4000S_CHANNELS	no	loop bound
libreac	tests/test_upstream.c:103	12	REAC_SAMPLES_PER_PKT	yes	loop bound
libreac	tests/test_upstream.c:112	8	NEW:REAC_S0808_CHANNELS	no	loop bound
libreac	tests/test_upstream.c:113	12	REAC_SAMPLES_PER_PKT	yes	loop bound
libreac	tests/test_upstream.c:119	628	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL	derived	buffer size
libreac	tests/test_upstream.c:121	f[12]	DERIVED:REAC_HDR_COUNTER_OFF-2 (ethertype offset)	derived	ethertype byte offset
libreac	tests/test_upstream.c:124	f[626]	DERIVED:628-(REAC_FRAME_OVERHEAD-REAC_L2_HEADER_LEN)	derived	end marker position
libreac	tests/test_upstream.c:127	627	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL-1	derived	truncated probe
libreac	tests/test_upstream.c:128	628	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_upstream.c:132	630	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL+2	derived	+2 FCS residue probe
libreac	tests/test_upstream.c:133	342	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL+2	derived	+2 FCS residue probe
libreac	tests/test_upstream.c:134	630	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL+2	derived	+2 FCS residue probe
libreac	tests/test_upstream.c:135	1494	DERIVED:REAC_FRAME_BYTES+2	derived	REAC_FRAME_BYTES_OHRCA exists; spelled literally
libreac	tests/test_wire_invariants.c:182	origlen - 2	DERIVED:capture FCS residue (+2)	derived	tap artifact, not a wire fact; libreac REAC_FRAME_BYTES_OHRCA uses same +2
libreac	tests/test_wire_invariants.c:242	+ 24	NEW:ETH_PHY_OVERHEAD (preamble+SFD+FCS+IFG)	no	Ethernet, not REAC; listed for completeness
libreac	tests/test_wire_invariants.c:255	100e6	NEW:REAC_LINK_RATE_BPS	no	REAC runs on 100BASE-TX (file header, point 3)
libreac	tests/test_wire_invariants.c:268	8000.0	NEW:REAC_PPS_96K	no	link-bound arithmetic
libreac	tests/test_wire_invariants.c:269	100e6	NEW:REAC_LINK_RATE_BPS	no	
libreac	tests/test_wire_invariants.c:270	100e6	NEW:REAC_LINK_RATE_BPS	no	
libreac	tests/upstream_fixtures.inc:1	UP16[628]	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL	derived	array size; body fixture data
libreac	tests/upstream_fixtures.inc:44	UP16_PCM[16][12]	NEW:REAC_S1608_CHANNELS / REAC_SAMPLES_PER_PKT	no	array dims; body fixture data
libreac	tests/upstream_fixtures.inc:62	UP8[340]	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	array size
libreac	tests/upstream_fixtures.inc:87	UP8_PCM[8][12]	NEW:REAC_S0808_CHANNELS / REAC_SAMPLES_PER_PKT	no	array dims
libreac	tests/upstream_fixtures.inc:105	UP32A[1206]	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL+2	derived	captured with +2 FCS residue
libreac	tests/upstream_fixtures.inc:184	UP32A_PCM[32][12]	NEW:REAC_S4000S_CHANNELS / REAC_SAMPLES_PER_PKT	no	array dims
libreac	tests/upstream_fixtures.inc:218	UP32B[1206]	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL+2	derived	
libreac	tests/upstream_fixtures.inc:297	UP32B_PCM[32][12]	NEW:REAC_S4000S_CHANNELS / REAC_SAMPLES_PER_PKT	no	
libreac	tests/wire-invariants.inc:1	(whole file)	fixture data	-	GENERATED capture records (origlen 1492 etc.); not itemised
libreac	tests/wire-invariants.inc:3852	48000	NEW:REAC_RATE_48K	no	generated capture table rate field (also 3858)
libreac	tests/wire-invariants.inc:3855	96000	NEW:REAC_RATE_96K	no	generated capture table rate field
libreac	tools/conformance-pace-harness.sh:36	NOM_US = 125	DERIVED:1e6/(NEW:REAC_RATE_96K/SAMPLES_PER_PKT)	no	synthetic capture period (also 125 at :94 :95)
libreac	tools/conformance-pace-harness.sh:38	0040abcafe01	NEW:REAC_ROLAND_OUI	no	Roland OUI 00:40:ab in synthetic src MAC
libreac	tools/conformance-pace-harness.sh:40	b'\x88\x19' + bytes(1478)	ETHERTYPE;DERIVED:FRAME_BYTES-14	yes	synthetic 1492 B frame
libreac	tools/conformance-pace-harness.sh:78	--fps 8000	DERIVED:NEW:REAC_RATE_96K/SAMPLES_PER_PKT	no	also :79 :114
libreac	tools/conformance-packet-socket.sh:87	htons(0x8819)	ETHERTYPE	yes	fixture C snippet in test heredoc
libreac	tools/corpus_check.c:109	REAC_CTRL_BLOCK_OFF + 4	HDR_OPCODE_OFF	yes	opcode byte corrupted
libreac	tools/corpus_check.c:113	f[16]==0xcd && f[17]==0xea	TYPED_BLOCK_OFF;TYPE_CONTROL	yes	type word test
libreac	tools/corpus_check.c:114	f[18], f[19], f[22]	DERIVED:CTRL_BLOCK_OFF+HDR_LINK_OFF/HDR_SEG_OFF/HDR_OPCODE_OFF	derived	header triple read by absolute offsets
libreac	tools/corpus_check.c:129	p.param < 3	DERIVED:HEADAMP_PARAM_SENS+1	derived	number of head-amp params
libreac	tools/corpus_check.c:138	f[16]==0xcd && f[17]==0xea && f[18]==0x01	TYPED_BLOCK_OFF;TYPE_CONTROL;LINK_CONTROL	yes	ports parse gate
libreac	tools/corpus_check.c:166	% 36	BYTES_PER_CHANNEL	yes	REAC_UPSTREAM_BYTES_PER_CH exists; overhead already via macro
libreac	tools/etf-veth-probe.sh:27	FPS=8000	DERIVED:NEW:REAC_RATE_96K/SAMPLES_PER_PKT	no	default fps
libreac	tools/etf_probe.c:48	#define FRAME_BYTES 1492	FRAME_BYTES	yes	probe frame sized as REAC frame; REAC_FRAME_BYTES exists
libreac	tools/etf_probe.c:89	fps = 8000	DERIVED:NEW:REAC_RATE_96K/SAMPLES_PER_PKT	no	default probe cadence
libreac	tools/fake_box.c:76	fixture data (BOX_MAC, COMMIT_REPORT, JOIN_BURST lines 76-96)	fixture	n/a	captured S-4000S-3208 bytes; not itemised
libreac	tools/fake_box.c:101	#define BOX_CHANNELS 8	NEW:REAC_BOX_DECL_FRAME_CHANNELS	no	declaration frames 8ch wide regardless of box; vlan13-0832.pcap t=+1.4579
libreac	tools/fake_box.c:102	COMMIT_DELAY_NS 8400000LL	NEW:REAC_BOX_COMMIT_REPORT_DELAY_NS	no	box commit report +8.4 ms after LAST, measured; weak, single capture
libreac	tools/fake_box.c:103	JOIN_DELAY_NS 1489000000LL	NEW:REAC_BOX_JOIN_AFTER_GROUP_MAP_NS	no	JOIN +1.489 s after group map; YAML prose says ~1.6 s
libreac	tools/fake_box.c:128	const uint8_t blk[32]	CTRL_BLOCK_LEN	yes	param array size (also :144 :162)
libreac	tools/fake_box.c:135	out[12] = 0x88; out[13] = 0x19	ETHERTYPE	yes	ethertype bytes hand-written
libreac	tools/fake_box.c:136	out[16] = 0xcd; out[17] = 0xea	TYPED_BLOCK_OFF;TYPE_CONTROL	yes	type word offset and value hand-written
libreac	tools/fake_box.c:137	out + 18, blk, 32	CTRL_BLOCK_OFF;CTRL_BLOCK_LEN	yes	control block copy
libreac	tools/fake_box.c:195	0x8819	ETHERTYPE	yes	socket bind protocol literal
libreac	tools/fake_box.c:292	i < 3	NEW:REAC_COLDCONNECT_BURST_RECORDS	no	three JOIN burst records
libreac	tools/gen-wire-invariants.py:43	48000	NEW:REAC_RATE_48K	no	golden capture rate metadata
libreac	tools/gen-wire-invariants.py:46	96000	NEW:REAC_RATE_96K	no	golden capture rate metadata
libreac	tools/gen-wire-invariants.py:49	48000	NEW:REAC_RATE_48K	no	golden capture rate metadata
libreac	tools/gen-wire-invariants.py:108	len(d) < 16 or d[12] != 0x88 or d[13] != 0x19	ETHERTYPE;DERIVED:HDR_COUNTER_OFF+2	yes	ethertype and min length by hand
libreac	tools/gen-wire-invariants.py:116	d[14] | (d[15] << 8)	HDR_COUNTER_OFF	yes	LE counter by hand
libreac	tools/gen-wire-invariants.py:119	d[:50]	L2_HEADER_LEN	yes	hash over header+control block
libreac	tools/group_map_scan.c:41	#define TYPE_OFF 16	TYPED_BLOCK_OFF	yes	hand-written
libreac	tools/group_map_scan.c:108	12	DERIVED:LEN_SUB_ENROLL_GROUP_MAP-1	derived	group map payload bytes (also :113 :238 memcpy/loop)
libreac	tools/group_map_scan.c:154	ty[0]==0xcd && ty[1]==0xea	TYPE_CONTROL	yes	type word
libreac	tools/group_map_scan.c:156	b[2]<<8 | b[3]	HDR_LEN_OFF	yes	BE length read by hand
